101 Dalmatians | 101 dalmatians | m.018gq3 | film.film.story_by | m.018k1r | Dodie Smith | Who wrote the 1956 novel ‘101 Dalmatians’? | Dodie Smith
board game | board game | m.015ll | games.game_genre.boardgames | m.04zk9 | Monopoly | In November 1935, Parker Brothers released which board game in the US? | Monopoly
board game | board game | m.015ll | games.game_genre.boardgames | m.04zk9 | Monopoly | In which board game might you land on Free Parking or The Water Works? | Monopoly
board game | board game | m.015ll | games.game_genre.boardgames | m.04zk9 | Monopoly | Top hat, iron, dog and ship are all pieces in which board game? | Monopoly
Bob | bob | m.015cbq | music.artist.track | m.0xk59q | Road To Morocco | What is the title of the third ‘Road’ film starring Bob Hope and Bing Crosby? | Road To Morocco
Bob | bob | m.015cbq | music.featured_artist.recordings | m.0_pvzk | Road To Morocco | What is the title of the third ‘Road’ film starring Bob Hope and Bing Crosby? | Road To Morocco
Bob | bob | m.01wn1mp | people.person.nationality | m.02jx1 | England | Bob Hope was born in which country? | England
Bob | bob | m.02kz_cv | comic_strips.comic_strip_character.comic_strips_appeared_in | m.028d4 | Dilbert | Bob, Wally, Alice and Asok can be found in which strip cartoon | Dilbert
B.O.B | b.o.b | m.047ts85 | music.artist.album | m.0q9jp32 | So Good | How was B.O.B feeling according to the title of a 2012 song? | So Good
B.O.B | b.o.b | m.047ts85 | music.artist.track | m.0qbgpg9 | So Good | How was B.O.B feeling according to the title of a 2012 song? | So Good
B.O.B | b.o.b | m.047ts85 | music.composer.compositions | m.0j43tz1 | So Good | How was B.O.B feeling according to the title of a 2012 song? | So Good
Bobby Brown | bobby brown | m.0133gf | dataworld.gardening_hint.split_to | m.0133gf | New Edition | Whitney Houston`s husband Bobby Brown was originally a member of which successful band? | New Edition
Bobby Darin | bobby darin | m.0303k_v | music.release.track_list | m.0kkv59w | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Darin | bobby darin | m.0303k_v | music.release.track | m.0ph_1f | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Darin | bobby darin | m.0pj9t | music.artist.album | m.0d_d5xj | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Darin | bobby darin | m.0pj9t | music.artist.track | m.0tmkdh | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Darin | bobby darin | m.0pj9t | music.composer.compositions | m.0d_0vc | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Darin | bobby darin | m.0pj9t | music.lyricist.lyrics_written | m.0d_0vc | Splish Splash | Which of these was the title of Bobby Darin’s first million selling single? | Splish Splash
Bobby Seale | bobby seale | m.0gkyy | organization.organization_founder.organizations_founded | m.0by88 | Black Panther Party | In 1966, which African-American revolutionary socialist organization was founded in California by Huey P Newton and Bobby Seale? | Black Panther Party
Bob Clampett | bob clampett | m.01c58j | fictional_universe.fictional_character_creator.fictional_characters_created | m.0d9kl | Bugs Bunny | Bob Clampett created which character in 1938 | Bugs Bunny
Bob Hope | bob hope | m.015cbq | music.artist.track | m.0xk59q | Road To Morocco | What is the title of the third ‘Road’ film starring Bob Hope and Bing Crosby? | Road To Morocco
Bob Hope | bob hope | m.015cbq | music.featured_artist.recordings | m.0_pvzk | Road To Morocco | What is the title of the third ‘Road’ film starring Bob Hope and Bing Crosby? | Road To Morocco
Bob Kane | bob kane | m.02nygk | book.author.works_written | m.0cb_74j | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Kane | bob kane | m.02nygk | comic_books.comic_book_creator.characters_created | m.01d5g | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Kane | bob kane | m.02nygk | comic_books.comic_book_creator.series_created | m.09qkx3 | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Kane | bob kane | m.02nygk | fictional_universe.fictional_character_creator.fictional_characters_created | m.03gsdyx | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Kane | bob kane | m.02nygk | film.film_story_contributor.film_story_credits | m.01hpp | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Kane | bob kane | m.02nygk | tv.tv_program_creator.programs_created | m.0170k0 | Batman | Comic book artist Bob Kane created which superhero in 1939? | Batman
Bob Marley | bob marley | m.0bkf4 | music.artist.track | m.0rg8cx5 | Exodus | Which book of The Bible is also a title of a Bob Marley album | Exodus
Bob Marley | bob marley | m.0bkf4 | music.composer.compositions | m.0v4gxnt | Exodus | Which book of The Bible is also a title of a Bob Marley album | Exodus
Bob Marley | bob marley | m.0bkf4 | music.lyricist.lyrics_written | m.0v4gxnt | Exodus | Which book of The Bible is also a title of a Bob Marley album | Exodus
Bob Marley | bob marley | m.0g7s8db | music.release.track_list | m.0w3hjz7 | Exodus | Which book of The Bible is also a title of a Bob Marley album | Exodus
Bob Marley | bob marley | m.0g7s8db | music.release.track | m.0g7nsc3 | Exodus | Which book of The Bible is also a title of a Bob Marley album | Exodus
Bob the Builder | bob the builder | m.01z_dc | music.artist.track | m.0npn99 | Mambo No 5 | What was the title of Bob the Builder`s second UK number one hit single? | Mambo No 5
Bocconi University | bocconi university | m.034dx6 | location.location.containedby | m.0947l | Milan | Bocconi University is in which European city? | Milan
Bock | bock | m.01r82b6 | film.music_contributor.film | m.027ct7c | Fiddler on the Roof | In 1964 Jett Bock composed the music for what hit show | Fiddler on the Roof
Bock | bock | m.01r82b6 | music.artist.album | m.01r824_ | Fiddler on the Roof | In 1964 Jett Bock composed the music for what hit show | Fiddler on the Roof
Bock | bock | m.01r82b6 | music.artist.track | m.01df46m | Fiddler on the Roof | In 1964 Jett Bock composed the music for what hit show | Fiddler on the Roof
Bock | bock | m.01r82b6 | music.composer.compositions | m.0_5zhyn | Fiddler on the Roof | In 1964 Jett Bock composed the music for what hit show | Fiddler on the Roof
Bock | bock | m.01r82b6 | theater.theatrical_composer.plays_composed | m.0m9td | Fiddler on the Roof | In 1964 Jett Bock composed the music for what hit show | Fiddler on the Roof
body | anatomy | m.0tn0_45 | music.release.track_list | m.0tlp26l | Tongue | In medicine, glossitis is an inflammation of which part of the body? | Tongue
body | anatomy | m.0tn0_45 | music.release.track_list | m.0tyjdcj | Spleen | A splenectomy is the surgical removal of which part of the body? | Spleen
Bodybuilding | bodybuilding | m.01ddm | book.periodical_subject.periodicals | m.0dq9hw | Flex | Which of these is a popular Bodybuilding magazine? `Posedown`, `Gymbag` or `Flex`? | Flex
Bodyguard | the bodyguard | m.01fdd9k | music.album.artist | m.086qd | Whitney Houston | Who won the Grammy Award for best album for her the soundtrack to The Bodyguard? | Whitney Houston
Body | the body | m.0h4kb | media_common.adapted_work.adaptations | m.0m2kd | Stand By Me | Which 1986 film starring River Phoenix is based on a short story by Stephen King called ‘The Body’? | Stand By Me
Body | the body | m.0m2kd | common.topic.image | m.0kk0c9 | Stand By Me | Which 1986 film starring River Phoenix is based on a short story by Stephen King called ‘The Body’? | Stand By Me
Body | the body | m.0m2kd | film.film.featured_song | m.02xkn1 | Stand By Me | Which 1986 film starring River Phoenix is based on a short story by Stephen King called ‘The Body’? | Stand By Me
Body | the body | m.0m2kd | film.film.soundtrack | m.01h58lr | Stand By Me | Which 1986 film starring River Phoenix is based on a short story by Stephen King called ‘The Body’? | Stand By Me
Bohol | bohol | m.01kdpk | location.administrative_division.country | m.05v8c | Philippines | Bohol, Masbate, Luzon and Jolo are all part of which island group? | Philippines
Bohol | bohol | m.0g9md9 | location.location.containedby | m.05v8c | Philippines | Bohol, Masbate, Luzon and Jolo are all part of which island group? | Philippines
Bole International Airport | addis ababa bole international airport | m.047978 | location.location.containedby | m.019pcs | Ethiopia | Bole International Airport is in which African country? | Ethiopia
Bolero | bolero | m.01vcgw | base.ballet.ballet.composer | m.0cwt3 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.01vcgw | music.composition.composer | m.0cwt3 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.0df0_h | film.film.music | m.0cwt3 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.0g7k_dj | music.album.artist | m.0cwt3 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.0_k_18 | music.recording.releases | m.032k8j2 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.0kk8qjx | music.release_track.release | m.0245_1h | Ravel | “Bolero” was the work of which composer? | Ravel
Bolero | bolero | m.0ybb0k | music.recording.artist | m.0cwt3 | Ravel | “Bolero” was the work of which composer? | Ravel
Bolsena | bolsena | m.05hxrd | location.location.containedby | m.03rjj | Italy | In which European country is Lake Bolsena? | Italy
Bolshevik Revolution | october revolution | m.05p0x | base.culturalevent.event.entity_involved | m.05wh0sh | Lenin | Who was the leader of the Bolshevik Revolution in Russia in 1917? | Lenin
Bombora | bombora | m.02qh700 | distilled_spirits.distilled_spirit.spirit_type | m.08127 | Vodka | Bombora, Iceberg, Eristoff and Chopin are all brands of which alcoholic drink? | Vodka
Bond | james bond | m.0hprtpp | fictional_universe.fictional_universe.characters | m.0pbrh | Blofeld | What Bond villian has been played by Telly Savalas, Charles Gray and Donald Pleasance? | Blofeld
Bond | james bond | m.0hprtpp | fictional_universe.fictional_universe.works_set_here | m.025twgt | From Russia With Love | Which of the following Bond films had a theme tune which was not sung by a female? Licence To Kill, From Russia With Love or Octopussy? | From Russia With Love
Bone | annaba | m.018h9n | base.aareas.schema.administrative_area.administrative_parent | m.0h3y | Algeria | In what country are the ports Oran and Bone | Algeria
Bone | annaba | m.018h9n | location.administrative_division.country | m.0h3y | Algeria | In what country are the ports Oran and Bone | Algeria
Bone | annaba | m.018h9n | location.location.containedby | m.0h3y | Algeria | In what country are the ports Oran and Bone | Algeria
bones | bones | m.0bnwljs | base.skosbase.skos_concept.narrower | m.0bnz6rf | Femur | On average, which of these bones is longer? | Femur
bones | bones | m.0bnwljs | base.skosbase.skos_concept.narrower | m.0bp14s8 | Ulna | On average, which of these bones is longer? | Ulna
bones | bones | m.0bnwljs | base.skosbase.skos_concept.narrower | m.0bp1gvw | Humerus | On average, which of these bones is longer? | Humerus
bones | bones | m.0bnwljs | base.skosbase.skos_concept.narrower | m.0bpc4gg | Fibula | On average, which of these bones is longer? | Fibula
bones | bones | m.0bnwljs | base.skosbase.skos_concept.narrower | m.0bqjbmg | Tibia | On average, which of these bones is longer? | Tibia
Boney M | boney m. | m.017mh | music.artist.album | m.01kkg37 | Rasputin | Which real-life Russian did Boney M sing about in 1978? | Rasputin
Boney M | boney m. | m.017mh | music.artist.track | m.0dp3bhk | Rasputin | Which real-life Russian did Boney M sing about in 1978? | Rasputin
Boney M | boney m. | m.0qhhrnh | music.release.track_list | m.0rr50nh | Rasputin | Which real-life Russian did Boney M sing about in 1978? | Rasputin
Bonnie Prince Charlie | charles edward stuart | m.0fssd | people.deceased_person.place_of_death | m.06c62 | Rome | Where is Bonnie Prince Charlie buried | Rome
Bonnie Prince Charlie | charles edward stuart | m.0fssd | people.deceased_person.place_of_death | m.06c62 | Rome | Where was Bonnie Prince Charlie born | Rome
Bony Moronie | bony moronie | m.01f444j | music.recording.artist | m.01mgq46 | Larry Williams | Who had hits with Short Fat Fannie and Bony Moronie? | Larry Williams
Bony Moronie | bony moronie | m.03c2w_7 | music.composition.composer | m.01mgq46 | Larry Williams | Who had hits with Short Fat Fannie and Bony Moronie? | Larry Williams
Bony Moronie | bony moronie | m.03c2w_7 | music.composition.lyricist | m.01mgq46 | Larry Williams | Who had hits with Short Fat Fannie and Bony Moronie? | Larry Williams
Book of Shadows | book of shadows: blair witch 2 | m.01fl3ky | music.soundtrack.film | m.04fv5b | Blair Witch 2 | Book of Shadows is the alternative title for which horror film | Blair Witch 2
Book of Shadows | book of shadows: blair witch 2 | m.0kll8q | common.image.appears_in_topic_gallery | m.04fv5b | Blair Witch 2 | Book of Shadows is the alternative title for which horror film | Blair Witch 2
Bootylicious | bootylicious | m.0dygpbn | music.album.artist | m.016ppr | Destinys Child | Which girl band released Bootylicious in 2001? | Destinys Child
Bootylicious | bootylicious | m.0f8v0q1 | music.recording.artist | m.016ppr | Destinys Child | Which girl band released Bootylicious in 2001? | Destinys Child
